B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.0,0.0,0.14190913730000002,0.14936847890000002,0.1365030675,0.1260460251,0.1381818182,0.1348911312,0.0,0.1451697128,0.0,0.0,0.0,0.0,0.0,0.1378958121,0.14453524,0.0,0.0,0.0,0.0,0.1598901099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12661498710000002,0.1386036961,0.0,0.1449200619,0.1455108359,0.1458859162,0.1466127401,0.1382441978,0.0,0.0,0.1378091873,0.14437152949999998,0.0,0.1463917526,0.1331987891,0.1377396569,0.1600651112
0.0,0.0,0.0,0.0,0.0977822581,0.0,0.0459363958,0.0397521941,0.0641025641,0.0644654088,0.0,0.0,0.0,0.0888888889,0.0892137097,0.0,0.0,0.0,0.0953101362,0.0929387331,0.0,0.1456653226,0.138608871,0.1533875339
0.0,0.0,0.0,0.0,0.0977822581,0.1045503792,0.0444220091,0.0,0.0,0.0613207547,0.0,0.0711340206,0.0892586989,0.0,0.0897177419,0.0897177419,0.0,0.0,0.0,0.0919003115,0.0932028836,0.0,0.0,0.0
0.14190913730000002,0.0,0.0977822581,0.0977822581,0.0,0.0,0.0943967693,0.07537429009999999,0.0,0.0885744235,0.0,0.0979381443,0.0887544125,0.08686868689999999,0.0,0.0816532258,0.0,0.0,0.0,0.0,0.0,0.1481854839,0.138608871,0.1517615176
0.14936847890000002,0.0,0.0,0.1045503792,0.0,0.0,0.0,0.0,0.0,0.0,0.1064891847,0.0,0.0910569106,0.0890336591,0.0,0.0888407367,0.0,0.0,0.0959349593,0.0933040615,0.0,0.0,0.0,0.1539295393
0.1365030675,0.0,0.0459363958,0.0444220091,0.0943967693,0.0,0.0,0.0,0.0,0.0,0.0,0.0784718637,0.0,0.0,0.0,0.0,0.0924242424,0.0924242424,0.096048024,0.0962038482,0.0,0.0,0.0,0.0
0.1260460251,0.12661498710000002,0.0397521941,0.0,0.07537429009999999,0.0,0.0,0.0,0.0,0.0537345513,0.0644139388,0.0649762282,0.0746803069,0.0,0.0,0.0751533742,0.0,0.0,0.0803069054,0.0,0.0,0.1370143149,0.0,0.1431705979
0.1381818182,0.1386036961,0.0641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628865979,0.0,0.08427543679999999,0.0866666667,0.0866666667,0.0856410256,0.0866666667,0.0903027193,0.0,0.0,0.0,0.0,0.1584759801
0.1348911312,0.0,0.0644654088,0.0613207547,0.0885744235,0.0,0.0,0.0537345513,0.0,0.0,0.0,0.0,0.0,0.0823714586,0.0833333333,0.0,0.0828092243,0.0,0.0,0.0885805763,0.0,0.1504192872,0.1367924528,0.158281515
