B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1445720251,0.0,0.1460674157,0.0,0.1383358857,0.1388463502,0.1384065373,0.0,0.14453524,0.0,0.0,0.0,0.1373149566,0.1598901099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1449200619,0.0,0.0,0.0,0.1382441978,0.1387487386,0.0,0.1378091873,0.0,0.1502079002,0.0,0.1331987891,0.0,0.0
0.0,0.0,0.0,0.0,0.0977822581,0.0,0.0459363958,0.0397521941,0.0,0.0,0.0,0.0,0.0892586989,0.0,0.0,0.0,0.0892586989,0.0,0.0,0.0,0.0,0.0,0.0,0.1533875339
0.0,0.0,0.0,0.0,0.0,0.1045503792,0.0,0.0,0.0,0.0613207547,0.0,0.0,0.0,0.0888888889,0.0,0.0,0.0897629854,0.0897629854,0.0,0.0919003115,0.0,0.0,0.0,0.0
0.0,0.0,0.0977822581,0.0,0.0,0.0,0.0943967693,0.0,0.0,0.0885744235,0.0973724884,0.0979381443,0.0887544125,0.08686868689999999,0.0,0.0,0.0832072617,0.0,0.0,0.0,0.0926879506,0.1481854839,0.138608871,0.0
0.0,0.0,0.0,0.1045503792,0.0,0.0,0.0,0.08698060939999999,0.0976821192,0.0943502825,0.0,0.1071032186,0.0910569106,0.0890336591,0.0888407367,0.0888407367,0.0894308943,0.0883468835,0.0959349593,0.0933040615,0.0,0.1500541712,0.0,0.0
0.0,0.0,0.0459363958,0.0,0.0943967693,0.0,0.0,0.0127811861,0.0642013354,0.0,0.0779153767,0.0784718637,0.0915457729,0.0921382073,0.0,0.0,0.0924242424,0.0924242424,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0397521941,0.0,0.0,0.08698060939999999,0.0127811861,0.0,0.0,0.0537345513,0.0,0.0,0.0746803069,0.0747567844,0.074795082,0.0751533742,0.07644628099999999,0.0,0.0803069054,0.0,0.0,0.0,0.0,0.1431705979
0.0,0.0,0.0,0.0,0.0,0.0976821192,0.0642013354,0.0,0.0,0.0,0.0623390005,0.0628865979,0.0,0.08427543679999999,0.0,0.0,0.0,0.0,0.0,0.0908141962,0.0906282183,0.0,0.0,0.0
0.0,0.0,0.0,0.0613207547,0.0885744235,0.0943502825,0.0,0.0537345513,0.0,0.0,0.0,0.0615141956,0.0,0.0823714586,0.0833333333,0.0,0.0,0.0,0.08752620550000001,0.0,0.0892857143,0.0,0.0,0.0
