B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.0,0.1439509954,0.0,0.14936847890000002,0.0,0.1260460251,0.1381818182,0.1348911312,0.0,0.0,0.0,0.1468030691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598901099
0.0,0.0,0.0,0.0,0.0,0.0,0.1369378474,0.12661498710000002,0.1386036961,0.0,0.1449200619,0.1455108359,0.0,0.0,0.1382441978,0.0,0.13831398279999998,0.0,0.0,0.0,0.0,0.1331987891,0.0,0.0
0.0,0.0,0.0,0.0100806452,0.0977822581,0.0,0.0,0.0,0.0,0.0,0.0726429675,0.0731958763,0.0,0.0,0.0892137097,0.0892137097,0.0,0.0892586989,0.0,0.0929387331,0.0942327497,0.1456653226,0.0,0.1533875339
0.1439509954,0.0,0.0100806452,0.0,0.0,0.0,0.0444220091,0.0387196696,0.061025641,0.0613207547,0.0,0.0,0.0892586989,0.0,0.0897177419,0.0897177419,0.0897629854,0.0,0.0,0.0919003115,0.0,0.1451612903,0.0,0.1528455285
0.0,0.0,0.0977822581,0.0,0.0,0.0390032503,0.0943967693,0.0,0.0,0.0,0.0973724884,0.0979381443,0.0887544125,0.0,0.0816532258,0.0,0.0,0.0,0.0932929904,0.0,0.0926879506,0.1481854839,0.138608871,0.0
0.14936847890000002,0.0,0.0,0.0,0.0390032503,0.0,0.1014650027,0.08698060939999999,0.0,0.0,0.1064891847,0.0,0.0,0.0890336591,0.0,0.0,0.0,0.0,0.0959349593,0.0,0.0997782705,0.0,0.0,0.1539295393
0.0,0.1369378474,0.0,0.0444220091,0.0943967693,0.1014650027,0.0,0.0,0.0,0.0,0.0779153767,0.0,0.0915457729,0.0921382073,0.0926853707,0.09300000000000001,0.0,0.0924242424,0.0,0.0962038482,0.1005673027,0.0,0.0,0.0
0.1260460251,0.12661498710000002,0.0,0.0387196696,0.0,0.08698060939999999,0.0,0.0,0.0546505518,0.0537345513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839050132,0.1370143149,0.1242331288,0.1431705979
0.1381818182,0.1386036961,0.0,0.061025641,0.0,0.0,0.0,0.0546505518,0.0,0.0,0.0,0.0628865979,0.0,0.08427543679999999,0.0866666667,0.0,0.0856410256,0.0,0.0,0.0,0.0,0.1533333333,0.0,0.1584759801
0.1348911312,0.0,0.0,0.0613207547,0.0,0.0,0.0,0.0537345513,0.0,0.0,0.0609563847,0.0,0.0,0.0823714586,0.0,0.0833333333,0.0,0.0,0.08752620550000001,0.0885805763,0.0892857143,0.0,0.0,0.158281515
0.0,0.1449200619,0.0726429675,0.0,0.0973724884,0.1064891847,0.0779153767,0.0,0.0,0.0609563847,0.0,0.0,0.0,0.0846670108,0.0,0.0808861412,0.0,0.0,0.0,0.0875721028,0.0901597115,0.1535291087,0.1447707367,0.1509433962
0.0,0.1455108359,0.0731958763,0.0,0.0979381443,0.0,0.0,0.0,0.0628865979,0.0,0.0,0.0,0.0856111398,0.0,0.0,0.0,0.0840206186,0.08505154640000001,0.0,0.0881427072,0.0891752577,0.0,0.1453608247,0.0
0.0,0.0,0.0,0.0892586989,0.0887544125,0.0,0.0915457729,0.0,0.0,0.0,0.0,0.0856111398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0498701299,0.0,0.1508491508,0.0,0.0
0.1468030691,0.0,0.0,0.0,0.0,0.0890336591,0.0921382073,0.0,0.08427543679999999,0.0823714586,0.0846670108,0.0,0.0,0.0,0.0,0.0,0.050530571,0.0495199596,0.0515257629,0.0,0.0,0.0,0.1475737869,0.0
0.0,0.1382441978,0.0892137097,0.0897177419,0.0816532258,0.0,0.0926853707,0.0,0.0866666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0005002501,0.0105900151,0.0,0.0520520521,0.0,0.0602471679,0.1430715358,0.1350675338,0.15053763439999998
0.0,0.0,0.0892137097,0.0897177419,0.0,0.0,0.09300000000000001,0.0,0.0,0.0833333333,0.0808861412,0.0,0.0,0.0,0.0005002501,0.0,0.0105900151,0.0,0.0524475524,0.0,0.0602471679,0.1432850724,0.0,0.0
0.0,0.13831398279999998,0.0,0.0897629854,0.0,0.0,0.0,0.0,0.0856410256,0.0,0.0,0.0840206186,0.0,0.050530571,0.0105900151,0.0105900151,0.0,0.0,0.0,0.0534787124,0.05973223480000001,0.0,0.1346444781,0.0
0.0,0.0,0.0892586989,0.0,0.0,0.0,0.0924242424,0.0,0.0,0.0,0.0,0.08505154640000001,0.0,0.0495199596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442259203,0.0,0.0
0.0,0.0,0.0,0.0,0.0932929904,0.0959349593,0.0,0.0,0.0,0.08752620550000001,0.0,0.0,0.0,0.0515257629,0.0520520521,0.0524475524,0.0,0.0,0.0,0.0,0.0,0.1503496503,0.14285714289999998,0.0
0.0,0.0,0.0929387331,0.0919003115,0.0,0.0,0.0962038482,0.0,0.0,0.0885805763,0.0875721028,0.0881427072,0.0498701299,0.0,0.0,0.0,0.0534787124,0.0,0.0,0.0,0.0513626834,0.1505711319,0.1427829699,0.1554091159
0.0,0.0,0.0942327497,0.0,0.0926879506,0.0997782705,0.1005673027,0.0839050132,0.0,0.0892857143,0.0901597115,0.0891752577,0.0,0.0,0.0602471679,0.0602471679,0.05973223480000001,0.0,0.0,0.0513626834,0.0,0.0,0.0,0.153078203
0.0,0.1331987891,0.1456653226,0.1451612903,0.1481854839,0.0,0.0,0.1370143149,0.1533333333,0.0,0.1535291087,0.0,0.1508491508,0.0,0.1430715358,0.1432850724,0.0,0.1442259203,0.1503496503,0.1505711319,0.0,0.0,0.1456928839,0.0
0.0,0.0,0.0,0.0,0.138608871,0.0,0.0,0.1242331288,0.0,0.0,0.1447707367,0.1453608247,0.0,0.1475737869,0.1350675338,0.0,0.1346444781,0.0,0.14285714289999998,0.1427829699,0.0,0.1456928839,0.0,0.0
