B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.0,0.1439509954,0.0,0.0,0.1365030675,0.1260460251,0.0,0.0,0.0,0.1451697128,0.0,0.1468030691,0.1383358857,0.1388463502,0.1384065373,0.0,0.14453524,0.0,0.1460615545,0.1327207759,0.1373149566,0.1598901099
0.0,0.0,0.0,0.1442986882,0.1417759839,0.14913232099999998,0.1369378474,0.0,0.1386036961,0.0,0.1449200619,0.0,0.1458859162,0.0,0.1382441978,0.1387487386,0.0,0.0,0.14437152949999998,0.0,0.1463917526,0.0,0.0,0.1600651112
0.0,0.0,0.0,0.0100806452,0.0977822581,0.1056338028,0.0,0.0,0.0641025641,0.0644654088,0.0726429675,0.0,0.0,0.0,0.0892137097,0.0,0.0,0.0892586989,0.0,0.0929387331,0.0,0.1456653226,0.0,0.0
0.1439509954,0.1442986882,0.0100806452,0.0,0.0,0.0,0.0444220091,0.0387196696,0.0,0.0613207547,0.0,0.0711340206,0.0892586989,0.0888888889,0.0,0.0,0.0897629854,0.0,0.0,0.0,0.0,0.1451612903,0.140625,0.0
0.0,0.1417759839,0.0977822581,0.0,0.0,0.0,0.0,0.0,0.0917948718,0.0,0.0,0.0,0.0887544125,0.0,0.0816532258,0.0816532258,0.0,0.0821986889,0.0,0.0,0.0926879506,0.1481854839,0.0,0.0
0.0,0.14913232099999998,0.1056338028,0.0,0.0,0.0,0.0,0.0,0.0,0.0943502825,0.0,0.1071032186,0.0,0.0890336591,0.0,0.0,0.0,0.0883468835,0.0,0.0,0.0,0.0,0.0,0.0
0.1365030675,0.1369378474,0.0,0.0444220091,0.0,0.0,0.0,0.0127811861,0.0642013354,0.0,0.0779153767,0.0784718637,0.0915457729,0.0921382073,0.0,0.09300000000000001,0.0924242424,0.0924242424,0.0,0.0,0.0,0.0,0.0,0.0
0.1260460251,0.0,0.0,0.0387196696,0.0,0.0,0.0127811861,0.0,0.0546505518,0.0,0.0644139388,0.0649762282,0.0746803069,0.0747567844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1370143149,0.1242331288,0.0
0.0,0.1386036961,0.0641025641,0.0,0.0917948718,0.0,0.0642013354,0.0546505518,0.0,0.000524109,0.0,0.0,0.085171883,0.08427543679999999,0.0866666667,0.0,0.0856410256,0.0866666667,0.0,0.0908141962,0.0906282183,0.1533333333,0.1374358974,0.0
0.0,0.0,0.0644654088,0.0613207547,0.0,0.0943502825,0.0,0.0,0.000524109,0.0,0.0,0.0,0.0828526481,0.0823714586,0.0,0.0833333333,0.0,0.0838574423,0.08752620550000001,0.0,0.0,0.0,0.1367924528,0.158281515
0.0,0.1449200619,0.0726429675,0.0,0.0,0.0,0.0779153767,0.0644139388,0.0,0.0,0.0,0.0005154639,0.08505154640000001,0.0846670108,0.0808861412,0.0,0.0,0.0844925296,0.0881443299,0.0875721028,0.0,0.1535291087,0.0,0.0
0.1451697128,0.0,0.0,0.0711340206,0.0,0.1071032186,0.0784718637,0.0649762282,0.0,0.0,0.0005154639,0.0,0.0856111398,0.0,0.08144329900000001,0.08144329900000001,0.0840206186,0.0,0.0,0.0881427072,0.0891752577,0.0,0.1453608247,0.0
0.0,0.1458859162,0.0,0.0892586989,0.0887544125,0.0,0.0915457729,0.0746803069,0.085171883,0.0828526481,0.08505154640000001,0.0856111398,0.0,0.0035017509000000004,0.0,0.0484515485,0.0,0.0489404642,0.0509745127,0.0,0.0633693972,0.0,0.1488511489,0.0
