B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.0,0.1439509954,0.14190913730000002,0.14936847890000002,0.1365030675,0.0,0.1381818182,0.0,0.0,0.1451697128,0.1460674157,0.0,0.0,0.0,0.1384065373,0.1378958121,0.0,0.0,0.0,0.0,0.0,0.1598901099
0.0,0.0,0.1422805247,0.1442986882,0.0,0.0,0.0,0.0,0.0,0.1353620147,0.0,0.0,0.0,0.0,0.1382441978,0.1387487386,0.0,0.0,0.14437152949999998,0.1502079002,0.0,0.0,0.0,0.0
0.0,0.1422805247,0.0,0.0100806452,0.0977822581,0.0,0.0459363958,0.0397521941,0.0641025641,0.0,0.0,0.0,0.0,0.0888888889,0.0,0.0,0.0,0.0,0.0953101362,0.0929387331,0.0942327497,0.1456653226,0.138608871,0.0
0.1439509954,0.1442986882,0.0100806452,0.0,0.0977822581,0.1045503792,0.0,0.0,0.061025641,0.0613207547,0.0,0.0711340206,0.0,0.0,0.0,0.0,0.0,0.0,0.0943015633,0.0919003115,0.0,0.0,0.140625,0.0
0.14190913730000002,0.0,0.0977822581,0.0977822581,0.0,0.0,0.0943967693,0.0,0.0917948718,0.0,0.0973724884,0.0,0.0887544125,0.0,0.0,0.0816532258,0.0832072617,0.0821986889,0.0,0.0,0.0,0.0,0.0,0.1517615176
0.14936847890000002,0.0,0.0,0.1045503792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071032186,0.0,0.0,0.0,0.0888407367,0.0,0.0883468835,0.0,0.0933040615,0.0997782705,0.1500541712,0.0,0.0
0.1365030675,0.0,0.0459363958,0.0,0.0943967693,0.0,0.0,0.0,0.0642013354,0.0,0.0779153767,0.0784718637,0.0915457729,0.0,0.0,0.09300000000000001,0.0924242424,0.0924242424,0.0,0.0962038482,0.0,0.0,0.0,0.1569048898
0.0,0.0,0.0397521941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0644139388,0.0,0.0746803069,0.0,0.0,0.0,0.0,0.0754132231,0.0,0.0,0.0839050132,0.0,0.1242331288,0.1431705979
0.1381818182,0.0,0.0641025641,0.061025641,0.0917948718,0.0,0.0642013354,0.0,0.0,0.0,0.0,0.0628865979,0.0,0.08427543679999999,0.0,0.0,0.0,0.0,0.0,0.0908141962,0.0,0.1533333333,0.0,0.0
0.0,0.1353620147,0.0,0.0613207547,0.0,0.0,0.0,0.0,0.0,0.0,0.0609563847,0.0615141956,0.0828526481,0.0823714586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0973724884,0.0,0.0779153767,0.0644139388,0.0,0.0609563847,0.0,0.0005154639,0.08505154640000001,0.0,0.0,0.0808861412,0.0,0.0844925296,0.0881443299,0.0,0.0,0.0,0.0,0.1509433962
0.1451697128,0.0,0.0,0.0711340206,0.0,0.1071032186,0.0784718637,0.0,0.0628865979,0.0615141956,0.0005154639,0.0,0.0856111398,0.0,0.08144329900000001,0.0,0.0840206186,0.0,0.0887055183,0.0,0.0891752577,0.0,0.1453608247,0.0
0.1460674157,0.0,0.0,0.0,0.0887544125,0.0,0.0915457729,0.0746803069,0.0,0.0828526481,0.08505154640000001,0.0856111398,0.0,0.0,0.0485485485,0.0484515485,0.0,0.0,0.0509745127,0.0,0.0633693972,0.0,0.0,0.0
0.0,0.0,0.0888888889,0.0,0.0,0.0,0.0,0.0,0.08427543679999999,0.0823714586,0.0,0.0,0.0,0.0,0.0481203008,0.0,0.050530571,0.0,0.0,0.0,0.0,0.1505752876,0.0,0.0
0.0,0.1382441978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08144329900000001,0.0485485485,0.0481203008,0.0,0.0,0.0105900151,0.0,0.0,0.0508826584,0.0602471679,0.1430715358,0.1350675338,0.0
0.0,0.1387487386,0.0,0.0,0.0816532258,0.0888407367,0.09300000000000001,0.0,0.0,0.0,0.0808861412,0.0,0.0484515485,0.0,0.0,0.0,0.0,0.0,0.0524475524,0.0508826584,0.0602471679,0.1432850724,0.1352970544,0.0
0.1384065373,0.0,0.0,0.0,0.0832072617,0.0,0.0924242424,0.0,0.0,0.0,0.0,0.0840206186,0.0,0.050530571,0.0105900151,0.0,0.0,0.0,0.0,0.0534787124,0.05973223480000001,0.1442259203,0.1346444781,0.0
0.1378958121,0.0,0.0,0.0,0.0821986889,0.0883468835,0.0924242424,0.0754132231,0.0,0.0,0.0844925296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442259203,0.1346444781,0.0
0.0,0.14437152949999998,0.0953101362,0.0943015633,0.0,0.0,0.0,0.0,0.0,0.0,0.0881443299,0.0887055183,0.0509745127,0.0,0.0,0.0524475524,0.0,0.0,0.0,0.0,0.0556414219,0.1503496503,0.0,0.0
0.0,0.1502079002,0.0929387331,0.0919003115,0.0,0.0933040615,0.0962038482,0.0,0.0908141962,0.0,0.0,0.0,0.0,0.0,0.0508826584,0.0508826584,0.0534787124,0.0,0.0,0.0,0.0513626834,0.0,0.0,0.1554091159
0.0,0.0,0.0942327497,0.0,0.0,0.0997782705,0.0,0.0839050132,0.0,0.0,0.0,0.0891752577,0.0633693972,0.0,0.0602471679,0.0602471679,0.05973223480000001,0.0,0.0556414219,0.0513626834,0.0,0.0,0.0,0.153078203
0.0,0.0,0.1456653226,0.0,0.0,0.1500541712,0.0,0.0,0.1533333333,0.0,0.0,0.0,0.0,0.1505752876,0.1430715358,0.1432850724,0.1442259203,0.1442259203,0.1503496503,0.0,0.0,0.0,0.0,0.15718884119999998
0.0,0.0,0.138608871,0.140625,0.0,0.0,0.0,0.1242331288,0.0,0.0,0.0,0.1453608247,0.0,0.0,0.1350675338,0.1352970544,0.1346444781,0.1346444781,0.0,0.0,0.0,0.0,0.0,0.1593347639
0.1598901099,0.0,0.0,0.0,0.1517615176,0.0,0.1569048898,0.1431705979,0.0,0.0,0.1509433962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554091159,0.153078203,0.15718884119999998,0.1593347639,0.0
