B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.14190913730000002,0.0,0.0,0.0,0.0,0.1260460251,0.1381818182,0.1348911312,0.1445720251,0.1451697128,0.1460674157,0.1468030691,0.0,0.0,0.0,0.0,0.0,0.15044713310000002,0.0,0.0,0.0,0.1598901099
0.0,0.0,0.1422805247,0.0,0.0,0.14913232099999998,0.1369378474,0.0,0.0,0.1353620147,0.1449200619,0.1455108359,0.0,0.0,0.1382441978,0.0,0.0,0.1378091873,0.14437152949999998,0.1502079002,0.1463917526,0.0,0.1377396569,0.0
0.14190913730000002,0.1422805247,0.0,0.0100806452,0.0,0.0,0.0,0.0397521941,0.0,0.0,0.0,0.0731958763,0.0,0.0888888889,0.0892137097,0.0892137097,0.0,0.0,0.0,0.0,0.0,0.1456653226,0.0,0.0
0.0,0.0,0.0100806452,0.0,0.0977822581,0.0,0.0,0.0,0.0,0.0,0.0,0.0711340206,0.0892586989,0.0,0.0,0.0,0.0,0.0,0.0943015633,0.0,0.0932028836,0.1451612903,0.0,0.1528455285
0.0,0.0,0.0,0.0977822581,0.0,0.0,0.0,0.0,0.0917948718,0.0885744235,0.0,0.0,0.0,0.08686868689999999,0.0,0.0816532258,0.0,0.0821986889,0.0932929904,0.0,0.0,0.1481854839,0.0,0.1517615176
0.0,0.14913232099999998,0.0,0.0,0.0,0.0,0.1014650027,0.08698060939999999,0.0976821192,0.0943502825,0.1064891847,0.1071032186,0.0,0.0,0.0888407367,0.0,0.0894308943,0.0,0.0,0.0,0.0997782705,0.0,0.139219935,0.0
0.0,0.1369378474,0.0,0.0,0.0,0.1014650027,0.0,0.0127811861,0.0,0.0,0.0779153767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1005673027,0.0,0.132,0.1569048898
0.1260460251,0.0,0.0397521941,0.0,0.0,0.08698060939999999,0.0127811861,0.0,0.0546505518,0.0,0.0,0.0,0.0,0.0747567844,0.0,0.0,0.07644628099999999,0.0754132231,0.0803069054,0.079787234,0.0839050132,0.0,0.1242331288,0.1431705979
0.1381818182,0.0,0.0,0.0,0.0917948718,0.0976821192,0.0,0.0546505518,0.0,0.000524109,0.0623390005,0.0,0.085171883,0.0,0.0866666667,0.0866666667,0.0,0.0866666667,0.0,0.0908141962,0.0,0.1533333333,0.0,0.0
0.1348911312,0.1353620147,0.0,0.0,0.0885744235,0.0943502825,0.0,0.0,0.000524109,0.0,0.0609563847,0.0,0.0,0.0823714586,0.0833333333,0.0833333333,0.0,0.0838574423,0.0,0.0885805763,0.0,0.0,0.1367924528,0.0
