B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.0,0.1439509954,0.0,0.0,0.1365030675,0.0,0.0,0.1348911312,0.0,0.1451697128,0.0,0.1468030691,0.1383358857,0.0,0.0,0.1378958121,0.0,0.0,0.1460615545,0.1327207759,0.1373149566,0.0
0.0,0.0,0.1422805247,0.1442986882,0.1417759839,0.14913232099999998,0.1369378474,0.12661498710000002,0.0,0.1353620147,0.0,0.1455108359,0.1458859162,0.1466127401,0.0,0.0,0.13831398279999998,0.0,0.14437152949999998,0.0,0.0,0.0,0.1377396569,0.1600651112
0.0,0.1422805247,0.0,0.0,0.0,0.1056338028,0.0459363958,0.0397521941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892137097,0.0892586989,0.0892586989,0.0,0.0,0.0,0.1456653226,0.138608871,0.0
0.1439509954,0.1442986882,0.0,0.0,0.0,0.1045503792,0.0,0.0387196696,0.0,0.0613207547,0.0,0.0,0.0,0.0,0.0,0.0897177419,0.0,0.0897629854,0.0,0.0919003115,0.0932028836,0.1451612903,0.140625,0.0
0.0,0.1417759839,0.0,0.0,0.0,0.0390032503,0.0,0.0,0.0917948718,0.0,0.0973724884,0.0979381443,0.0,0.08686868689999999,0.0,0.0,0.0832072617,0.0,0.0932929904,0.0903426791,0.0926879506,0.1481854839,0.0,0.0
0.0,0.14913232099999998,0.1056338028,0.1045503792,0.0390032503,0.0,0.0,0.0,0.0976821192,0.0943502825,0.0,0.1071032186,0.0910569106,0.0,0.0888407367,0.0888407367,0.0894308943,0.0883468835,0.0959349593,0.0933040615,0.0997782705,0.1500541712,0.139219935,0.1539295393
0.1365030675,0.1369378474,0.0459363958,0.0,0.0,0.0,0.0,0.0127811861,0.0,0.0,0.0,0.0,0.0,0.0921382073,0.0,0.09300000000000001,0.0924242424,0.0,0.096048024,0.0962038482,0.1005673027,0.0,0.0,0.1569048898
0.0,0.12661498710000002,0.0397521941,0.0387196696,0.0,0.0,0.0127811861,0.0,0.0546505518,0.0537345513,0.0,0.0,0.0,0.0747567844,0.0,0.0751533742,0.07644628099999999,0.0,0.0803069054,0.079787234,0.0,0.1370143149,0.1242331288,0.1431705979
0.0,0.0,0.0,0.0,0.0917948718,0.0976821192,0.0,0.0546505518,0.0,0.000524109,0.0623390005,0.0,0.085171883,0.0,0.0866666667,0.0866666667,0.0856410256,0.0866666667,0.0903027193,0.0908141962,0.0,0.0,0.0,0.1584759801
0.1348911312,0.1353620147,0.0,0.0613207547,0.0,0.0943502825,0.0,0.0537345513,0.000524109,0.0,0.0609563847,0.0615141956,0.0828526481,0.0823714586,0.0833333333,0.0833333333,0.0,0.0838574423,0.08752620550000001,0.0,0.0,0.1504192872,0.0,0.0
