0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.002414316,0.14305839,0.14703351,0.1430085,0.15206128,0.13579512,0.13610795,0.1362676,0.14145735,0.14221391,0.14225104,0.14314175,0.13992253,0.14022627,0.14288574,0.14137247,0.13979807,0.14589143,0.15018159,0.1471881,0.13300979,0.1374295,0.16128635
0.00159356,0.0,0.15407333,0.14772767,0.14421245,0.14886308,0.13581994,0.12886387,0.13593113,0.14598161,0.14630672,0.14548948,0.14482278,0.14543086,0.14335,0.14534709,0.14255187,0.14179507,0.14915526,0.1495449,0.14941311,0.13388035,0.13914922,0.16028836
0.13622966,0.14386222,0.0,0.013981998,0.1011323,0.10896057,0.041455865,0.043735504,0.06352511,0.0716103,0.07087353,0.07744652,0.08068541,0.08453381,0.09359771,0.095852524,0.09313151,0.09576893,0.0926972,0.09475425,0.097406864,0.1492134,0.13846841,0.1542157
0.14923054,0.1487487,0.010775089,0.0,0.10689923,0.109701425,0.038517118,0.03701392,0.056405842,0.07468027,0.07412708,0.07978392,0.08425686,0.08661407,0.093197376,0.093967795,0.091495484,0.09533188,0.10166335,0.09440258,0.09736568,0.14770994,0.14128259,0.1537517
0.14163575,0.14185056,0.09409538,0.09826812,0.0,0.04169619,0.08937287,0.08482543,0.094572335,0.09973079,0.09637526,0.09072912,0.088578135,0.08802515,0.08529937,0.0852167,0.08614272,0.081799716,0.0911895,0.08953723,0.09244642,0.14774427,0.13792533,0.1514489
0.14651677,0.14209598,0.10306755,0.113279134,0.041532576,0.0,0.108686745,0.09431213,0.10224652,0.105188996,0.11029631,0.102392405,0.09291121,0.09188092,0.09136227,0.09092277,0.09033248,0.08776757,0.09775314,0.09317359,0.09876254,0.14970914,0.1423333,0.15309429
0.13583565,0.13438594,0.04226926,0.039479822,0.066514045,0.11508635,0.0,0.011191547,0.0595074,0.06538147,0.07965544,0.08009976,0.089157104,0.09345427,0.08856675,0.08940986,0.08998972,0.08857992,0.09565881,0.09386021,0.097586006,0.1514607,0.13634804,0.15387279
0.12790495,0.12927663,0.039062083,0.02949506,0.07061097,0.085849285,0.01020965,0.0,0.053028554,0.05561343,0.06913346,0.06948328,0.07647574,0.083052754,0.08093426,0.08220261,0.0842092,0.08170682,0.08442086,0.08449346,0.08979496,0.14372611,0.13423425,0.15176639
0.13122806,0.13591969,0.055226654,0.05243036,0.08617118,0.100321144,0.049366474,0.05730009,0.0,0.010165423,0.064606965,0.06674254,0.080601394,0.08319497,0.08447233,0.0843637,0.08451182,0.085572034,0.085166514,0.085026324,0.089511305,0.14756742,0.13967738,0.15305564
0.14094993,0.14356953,0.07115036,0.075802,0.08914003,0.106045306,0.06894538,0.06637359,0.011302531,0.0,0.063990355,0.06879941,0.08365399,0.08183637,0.08126879,0.08604872,0.08627835,0.08627701,0.08661312,0.08590457,0.0888173,0.15291226,0.14354387,0.15345111
0.14411053,0.14583614,0.07299271,0.072992414,0.09126341,0.10594565,0.077287465,0.06862536,0.059038877,0.06160021,0.0,0.010528386,0.07603124,0.077145934,0.077974916,0.08183774,0.08741194,0.08632314,0.088535964,0.08065033,0.082662135,0.15433553,0.1472879,0.15277007
0.13970771,0.14043754,0.07768142,0.07853162,0.08834812,0.1040155,0.07883358,0.06982201,0.06518501,0.06355074,0.01093623,0.0,0.08069205,0.07382876,0.07203078,0.07511082,0.07735428,0.07445359,0.07431537,0.06177047,0.06914294,0.15517333,0.1482439,0.15416658
0.14207485,0.14200154,0.07788843,0.0834713,0.08681542,0.09515682,0.08838093,0.08115989,0.08626124,0.078448534,0.079113215,0.07013932,0.0,0.006256342,0.039230317,0.04270464,0.04554531,0.043314904,0.05422944,0.05441922,0.06300557,0.15042347,0.14381948,0.15400413
0.14124677,0.14329106,0.07907051,0.085490555,0.086827904,0.09714818,0.09080967,0.085997015,0.08424449,0.07381272,0.06953719,0.06390184,0.006177455,0.0,0.0344328,0.032639086,0.034531474,0.034448206,0.045888186,0.0498977,0.06148532,0.14791891,0.14054191,0.15228337
0.14073607,0.14038041,0.08341494,0.0858942,0.08333328,0.08581197,0.08461633,0.0793674,0.084683925,0.07950276,0.0792377,0.069551885,0.044579715,0.03889537,0.0,0.0048527718,0.014426827,0.017110646,0.049739838,0.048970312,0.05989355,0.14241883,0.14206445,0.15153506
0.14276671,0.14254156,0.09033942,0.09454474,0.08174023,0.08840564,0.08828479,0.080130994,0.08654094,0.08655968,0.08440533,0.07627857,0.045289963,0.03720513,0.005942166,0.0,0.012473881,0.017951816,0.052208334,0.052170455,0.056242347,0.14204177,0.1364539,0.15160775
